kind	model_or_pair	fid	words_fixed	words_buggy	fixed_err	buggy_err
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	MSK0036	1757	1714	159	154
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	MSK0044	1177	1132	101	94
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	MSK0039	1404	1367	160	151
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	MSK0041	1583	1543	155	153
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	MSK0033	1687	1621	161	143
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	MSK0043	1772	1694	149	124
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	MSK0022	2164	2091	177	173
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	MSK0040	1488	1446	145	136
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	MSK0046	1225	1188	126	121
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	MSK0037	1682	1620	180	169
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	MSK0045	1394	1354	140	120
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	MSK0050	1285	1257	112	110
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	MSK0042	1522	1471	115	104
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0002	1162	1144	326	317
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	MSK0029	2268	2186	284	276
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	MSK0038	1895	1828	179	157
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	MSK0049	1372	1333	137	132
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0010	1070	1018	136	133
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0008	1171	1129	123	118
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0003	1261	1213	119	114
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0001	1526	1469	189	182
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0006	1240	1207	120	123
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0005	1645	1578	158	158
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0014	1429	1383	147	133
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0009	1446	1372	179	165
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0007	1874	1811	175	162
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0015	1607	1551	153	145
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0004	1723	1650	214	200
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0013	1400	1325	142	131
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0016	1327	1287	113	107
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0011	1647	1573	172	153
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0019	1334	1300	142	145
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0023	1099	1054	158	153
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0020	1413	1386	148	139
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0018	1334	1294	141	134
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0029	811	787	77	79
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0024	1004	969	125	125
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0028	1156	1130	121	116
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0021	1255	1226	157	148
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0032	1212	1169	115	109
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0030	1184	1158	121	111
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0012	2168	2058	280	274
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0025	1393	1342	168	155
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0017	1751	1698	162	152
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0027	1366	1323	160	154
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0022	1999	1927	214	201
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0035	958	944	77	74
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0033	1372	1306	143	139
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0031	1343	1297	125	122
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0026	1544	1504	154	144
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0034	1685	1627	136	136
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0037	1453	1413	149	135
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0036	1423	1368	135	133
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0042	1264	1222	170	154
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0045	1204	1158	92	77
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0051	997	970	134	125
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0050	1109	1084	107	102
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0044	1859	1776	168	147
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0052	828	809	183	175
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0043	1503	1451	193	183
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0038	1554	1504	157	132
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0049	1622	1555	167	157
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0046	1588	1532	149	133
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0039	1672	1635	183	168
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0056	1174	1140	196	189
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0055	1375	1328	277	273
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0047	1628	1575	199	179
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0048	1809	1726	177	167
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0057	1245	1194	241	237
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0064	1078	1046	135	126
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0066	1192	1160	172	161
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0059	1358	1327	197	186
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0063	1439	1384	177	172
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0065	1089	1064	148	136
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0067	946	912	133	123
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0058	1514	1462	246	235
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0060	1683	1616	261	254
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0069	1026	994	117	110
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0068	1213	1168	166	154
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0054	2491	2446	725	665
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0070	976	946	136	133
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0071	1301	1261	179	163
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0053	1982	1906	370	345
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0079	841	815	123	111
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0078	1140	1092	142	140
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0072	1182	1150	214	202
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0075	1112	1070	124	117
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0076	1569	1513	185	183
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0074	1246	1206	156	152
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0061	1783	1701	267	244
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0073	1340	1303	174	162
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0083	990	962	135	124
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0080	1225	1179	170	152
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0077	1649	1585	219	208
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0082	932	891	132	122
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0085	959	923	105	89
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0092	837	800	108	104
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0091	901	869	63	65
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0062	1965	1905	292	279
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0094	793	766	79	71
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0090	1193	1160	87	79
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0086	1523	1463	198	164
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0096	1292	1251	178	173
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0081	1455	1391	178	162
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0088	1373	1336	146	135
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0087	1359	1306	137	123
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0103	1100	1063	124	120
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0084	1562	1516	162	154
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0101	1430	1379	151	139
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0095	1467	1426	195	178
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0099	1554	1505	176	165
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0093	1606	1543	194	176
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0097	1381	1319	174	157
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0098	1474	1422	139	130
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0109	845	817	78	73
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0108	950	918	106	91
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0100	1767	1710	172	155
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0089	1800	1749	193	176
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0112	835	795	81	68
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0106	1307	1251	153	138
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0104	1563	1511	180	163
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0111	965	927	108	93
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0113	1079	1043	129	118
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0105	1738	1663	188	173
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0117	951	920	111	92
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0107	1596	1520	188	176
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0121	962	930	64	57
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0118	947	921	67	63
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0122	1046	1005	73	67
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0119	1359	1302	82	84
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0120	1381	1325	53	41
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0110	1565	1512	164	153
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0128	1095	1062	127	113
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0102	2025	1952	191	178
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0116	1588	1533	165	147
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0114	1673	1606	175	158
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0125	1638	1576	109	94
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0129	1078	1040	129	120
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0124	1729	1675	111	98
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0132	1309	1276	76	65
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0127	1461	1418	141	142
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0123	1716	1647	143	131
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0131	1231	1176	118	101
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0126	1858	1784	218	211
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0130	1329	1282	107	95
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0136	1243	1211	101	87
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0138	1148	1118	103	95
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0139	1131	1093	132	115
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0133	1264	1222	113	96
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0142	778	758	72	59
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0135	1224	1191	95	86
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0140	907	877	90	74
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0146	898	870	108	107
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0141	987	949	86	78
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0143	1119	1080	112	98
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0137	1274	1216	122	110
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0144	1153	1119	164	153
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0154	943	922	136	128
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0152	1059	1028	112	100
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0134	1679	1630	125	113
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0153	1103	1063	127	127
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0145	1326	1277	154	147
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0148	1136	1101	151	146
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0150	1147	1099	137	123
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0147	1274	1234	176	155
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0149	1270	1231	119	112
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0151	1157	1125	118	110
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0161	1034	993	156	144
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0160	1135	1093	146	123
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0159	1104	1060	94	90
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0156	1016	983	125	107
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0158	1079	1034	125	121
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0162	1235	1183	141	129
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0155	1439	1380	219	198
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0165	909	881	140	134
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0169	946	906	126	119
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0168	1329	1271	196	188
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0163	1200	1155	138	127
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0167	1181	1132	140	130
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0170	1351	1300	174	159
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0166	1155	1117	168	153
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0164	1248	1197	210	179
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0173	1262	1210	174	159
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0172	1195	1148	148	145
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0171	1368	1306	145	134
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0175	1017	979	112	97
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0176	1305	1269	157	152
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0180	1065	1020	135	124
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0177	1193	1151	139	130
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0182	945	919	115	112
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0178	1125	1082	163	151
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0188	957	932	120	109
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0183	1217	1178	147	142
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0184	970	946	123	114
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0181	1184	1154	167	155
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0179	1291	1254	162	147
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0185	1075	1026	134	127
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0187	1303	1275	154	142
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0186	1069	1020	126	120
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0198	857	833	78	78
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0174	1549	1484	177	169
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0189	1439	1397	160	152
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0191	927	905	99	97
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0196	943	910	116	113
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0192	1280	1243	144	143
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0197	966	943	123	117
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0193	1431	1382	233	207
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0190	1290	1263	128	123
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0199	1152	1118	137	133
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0204	995	959	111	101
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0207	818	789	115	110
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0205	1049	1009	109	105
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0203	920	895	121	117
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0200	1351	1316	197	187
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0194	1395	1339	171	156
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0201	1059	1024	161	147
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0195	1335	1297	138	137
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0202	1522	1472	203	201
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0209	1108	1062	141	129
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0214	1123	1093	117	111
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0212	1304	1238	103	96
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0208	1322	1254	176	162
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0206	1354	1309	189	181
pair	whisper-distil-v3.5+sensevoice	CAR0001	1053	1027	100	101
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0211	1415	1355	193	182
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0210	1139	1119	138	135
pair	whisper-distil-v3.5+sensevoice	CAR0004	920	896	97	102
pair	whisper-distil-v3.5+sensevoice	GAS0001	1033	984	148	136
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0213	1485	1383	128	109
pair	whisper-distil-v3.5+sensevoice	CAR0002	1067	1043	110	106
pair	whisper-distil-v3.5+sensevoice	CAR0003	1281	1259	114	113
pair	whisper-distil-v3.5+sensevoice	GAS0002	1140	1103	95	89
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0215	1386	1329	122	113
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0217	1486	1424	117	102
pair	whisper-distil-v3.5+sensevoice	GAS0004	1180	1127	134	128
pair	whisper-distil-v3.5+sensevoice	GAS0003	1093	1036	124	110
pair	parakeet-tdt-0.6b-v2+whisper-distil-v3.5	RES0216	1604	1531	112	99
pair	whisper-distil-v3.5+sensevoice	MSK0001	983	960	118	110
pair	whisper-distil-v3.5+sensevoice	CAR0005	1292	1228	107	99
pair	whisper-distil-v3.5+sensevoice	GAS0007	903	884	115	118
pair	whisper-distil-v3.5+sensevoice	GEN0001	1132	1093	88	80
pair	whisper-distil-v3.5+sensevoice	GAS0005	1599	1541	160	156
pair	whisper-distil-v3.5+sensevoice	DER0001	1554	1485	197	187
pair	whisper-distil-v3.5+sensevoice	MSK0004	1125	1096	115	109
pair	whisper-distil-v3.5+sensevoice	MSK0009	1572	1520	181	175
pair	whisper-distil-v3.5+sensevoice	MSK0003	1866	1810	178	166
pair	whisper-distil-v3.5+sensevoice	MSK0006	1781	1720	173	168
pair	whisper-distil-v3.5+sensevoice	MSK0007	1358	1333	134	131
pair	whisper-distil-v3.5+sensevoice	MSK0005	1513	1462	144	140
pair	whisper-distil-v3.5+sensevoice	MSK0008	1417	1391	171	171
pair	whisper-distil-v3.5+sensevoice	MSK0010	1505	1473	126	123
pair	whisper-distil-v3.5+sensevoice	MSK0011	1535	1501	167	165
pair	whisper-distil-v3.5+sensevoice	MSK0013	1610	1562	144	139
pair	whisper-distil-v3.5+sensevoice	MSK0018	976	940	76	68
pair	whisper-distil-v3.5+sensevoice	MSK0014	1575	1529	153	143
pair	whisper-distil-v3.5+sensevoice	MSK0012	1652	1600	145	136
pair	whisper-distil-v3.5+sensevoice	MSK0024	1193	1162	96	93
pair	whisper-distil-v3.5+sensevoice	MSK0015	1622	1576	173	172
pair	whisper-distil-v3.5+sensevoice	MSK0019	1337	1298	85	76
pair	whisper-distil-v3.5+sensevoice	MSK0017	1735	1681	154	146
pair	whisper-distil-v3.5+sensevoice	MSK0023	1229	1181	119	110
pair	whisper-distil-v3.5+sensevoice	MSK0016	2064	1999	178	166
pair	whisper-distil-v3.5+sensevoice	MSK0026	1365	1338	139	137
pair	whisper-distil-v3.5+sensevoice	MSK0032	1198	1154	66	53
pair	whisper-distil-v3.5+sensevoice	MSK0020	1683	1636	173	167
pair	whisper-distil-v3.5+sensevoice	MSK0021	1745	1691	214	200
pair	whisper-distil-v3.5+sensevoice	MSK0025	1580	1511	120	117
pair	whisper-distil-v3.5+sensevoice	MSK0031	1299	1247	121	116
pair	whisper-distil-v3.5+sensevoice	MSK0027	1377	1331	157	152
pair	whisper-distil-v3.5+sensevoice	MSK0028	1836	1785	169	158
pair	whisper-distil-v3.5+sensevoice	MSK0034	1448	1417	149	137
pair	whisper-distil-v3.5+sensevoice	MSK0022	2164	2091	198	193
pair	whisper-distil-v3.5+sensevoice	MSK0035	1596	1549	170	172
pair	whisper-distil-v3.5+sensevoice	MSK0033	1687	1621	167	148
pair	whisper-distil-v3.5+sensevoice	MSK0036	1757	1714	166	162
pair	whisper-distil-v3.5+sensevoice	MSK0039	1404	1367	118	111
pair	whisper-distil-v3.5+sensevoice	MSK0037	1682	1620	176	165
pair	whisper-distil-v3.5+sensevoice	MSK0029	2268	2186	241	237
pair	whisper-distil-v3.5+sensevoice	MSK0040	1488	1446	135	126
pair	whisper-distil-v3.5+sensevoice	MSK0045	1394	1354	135	115
pair	whisper-distil-v3.5+sensevoice	MSK0044	1177	1132	97	89
pair	whisper-distil-v3.5+sensevoice	MSK0042	1522	1471	112	99
pair	whisper-distil-v3.5+sensevoice	MSK0041	1583	1543	154	152
pair	whisper-distil-v3.5+sensevoice	MSK0049	1372	1333	132	128
pair	whisper-distil-v3.5+sensevoice	RES0002	1162	1144	334	324
pair	whisper-distil-v3.5+sensevoice	MSK0046	1225	1188	121	119
pair	whisper-distil-v3.5+sensevoice	MSK0038	1895	1828	170	156
pair	whisper-distil-v3.5+sensevoice	RES0008	1171	1129	126	120
pair	whisper-distil-v3.5+sensevoice	RES0001	1526	1469	185	178
pair	whisper-distil-v3.5+sensevoice	MSK0043	1772	1694	148	122
pair	whisper-distil-v3.5+sensevoice	MSK0050	1285	1257	111	109
pair	whisper-distil-v3.5+sensevoice	RES0003	1261	1213	108	105
pair	whisper-distil-v3.5+sensevoice	RES0010	1070	1018	137	135
pair	whisper-distil-v3.5+sensevoice	RES0006	1240	1207	136	142
pair	whisper-distil-v3.5+sensevoice	RES0009	1446	1372	143	133
pair	whisper-distil-v3.5+sensevoice	RES0004	1723	1650	214	194
pair	whisper-distil-v3.5+sensevoice	RES0011	1647	1573	175	159
pair	whisper-distil-v3.5+sensevoice	RES0007	1874	1811	177	163
pair	whisper-distil-v3.5+sensevoice	RES0013	1400	1325	143	133
pair	whisper-distil-v3.5+sensevoice	RES0015	1607	1551	142	138
pair	whisper-distil-v3.5+sensevoice	RES0005	1645	1578	143	143
pair	whisper-distil-v3.5+sensevoice	RES0014	1429	1383	146	135
pair	whisper-distil-v3.5+sensevoice	RES0016	1327	1287	116	112
pair	whisper-distil-v3.5+sensevoice	RES0023	1099	1054	167	161
pair	whisper-distil-v3.5+sensevoice	RES0018	1334	1294	132	127
pair	whisper-distil-v3.5+sensevoice	RES0021	1255	1226	160	148
pair	whisper-distil-v3.5+sensevoice	RES0024	1004	969	119	118
pair	whisper-distil-v3.5+sensevoice	RES0012	2168	2058	254	242
pair	whisper-distil-v3.5+sensevoice	RES0019	1334	1300	138	142
pair	whisper-distil-v3.5+sensevoice	RES0029	811	787	74	76
pair	whisper-distil-v3.5+sensevoice	RES0028	1156	1130	120	113
pair	whisper-distil-v3.5+sensevoice	RES0020	1413	1386	147	138
pair	whisper-distil-v3.5+sensevoice	RES0030	1184	1158	125	115
pair	whisper-distil-v3.5+sensevoice	RES0017	1751	1698	171	160
pair	whisper-distil-v3.5+sensevoice	RES0025	1393	1342	183	167
pair	whisper-distil-v3.5+sensevoice	RES0035	958	944	82	79
pair	whisper-distil-v3.5+sensevoice	RES0032	1212	1169	101	99
pair	whisper-distil-v3.5+sensevoice	RES0027	1366	1323	147	142
