dataset	file_id	ref_words	parakeet_words	tokens	has_digit	has_spelled	mixed	n_digit_tokens	n_spelled_tokens	chunk_len	win_medasr	win_medasr-int8	win_nemotron	win_paraformer-en	win_zipformer-zh-en	win_sensevoice	win_sensevoice-no-itn	win_whisper-distil-v3.5	win_whisper-base-en	win_cloud-google	win_cloud-azure	win_cloud-deepgram	win_cloud-assemblyai
figshare-osce	RES0075	2	two	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0075	2	two	2	1	0	0	1	0	1	0	0	?	0	0	0	0	0	0	0	0	0	1
figshare-osce	RES0075	1	one	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
figshare-osce	RES0075	1	one	1	1	0	0	1	0	1	1	1	?	0	0	0	0	?	?	0	0	0	0
figshare-osce	RES0075	1	one	1	1	0	0	1	0	1	1	1	?	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0075	2	two	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
figshare-osce	RES0076	one	a	one	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0076	2	two	2	1	0	0	1	0	1	0	0	1	0	0	1	1	1	1	1	1	0	1
figshare-osce	RES0076	see if there is any presence the one thing that we		one	0	1	0	0	1	11	1	1	1	1	1	1	1	1	1	1	1	1	1
figshare-osce	RES0076	concerned about with some of your symptoms and a long history of smoking as well is lung cancer so yeah we will do a chest xray get some cytology done as well and then once we have that in the future we may need to maybe do a biopsy but right now well do a few of the first things that i mentioned and then go from there that sounds good thank		first	0	1	0	0	1	72	1	1	1	1	1	1	1	1	1	1	1	1	1
figshare-osce	RES0077	sixtythree	63	<none>	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0
figshare-osce	RES0078	threefour	four	<none>	0	0	0	0	0	1	?	?	0	0	1	0	0	0	0	?	0	0	0
figshare-osce	RES0078	one	1	one	0	1	0	0	1	1	?	?	?	0	0	1	1	0	1	0	0	1	0
figshare-osce	RES0078	ten	10	ten	0	1	0	0	1	1	?	?	?	0	0	?	?	0	0	0	0	0	0
figshare-osce	RES0078	ten	10	ten	0	1	0	0	1	1	?	?	0	?	1	0	0	0	0	1	0	0	0
figshare-osce	RES0078	threefour	four	<none>	0	0	0	0	0	1	?	?	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0078	seventies	70s	<none>	0	0	0	0	0	1	?	?	0	?	1	0	0	0	0	1	0	1	0
figshare-osce	RES0079	thirty	38	thirty	0	1	0	0	1	1	?	?	0	0	0	0	?	0	0	0	0	0	0
figshare-osce	RES0079	eight		eight	0	1	0	0	1	1	?	?	?	0	0	?	?	?	0	0	?	?	0
figshare-osce	RES0079	twenty	20	twenty	0	1	0	0	1	1	?	?	?	1	1	0	0	0	0	1	0	1	0
figshare-osce	RES0080	fortyfive	45	<none>	0	0	0	0	0	1	?	?	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0081	whos 5	this five-year-old	5	1	0	0	1	0	2	?	?	?	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0081	who is	who's two	<none>	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	1
figshare-osce	RES0081	2		2	1	0	0	1	0	1	0	0	?	?	?	?	?	?	?	0	?	?	1
figshare-osce	RES0082	2	two	2	1	0	0	1	0	1	?	?	?	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0082	8	eight	8	1	0	0	1	0	1	?	?	0	0	?	?	0	0	1	0	1	0	1
figshare-osce	RES0083	3	three	3	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0084	38 or 39	389 and yes	38 39	1	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0084	to 39 ok	okay where okay	39	1	0	0	1	0	3	?	?	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0084	severitywise 1	wise one	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0084	10 10 being	ten can be	10 10	1	0	0	2	0	3	1	1	0	0	0	1	0	0	1	0	0	0	0
figshare-osce	RES0084	8	eight	8	1	0	0	1	0	1	0	0	0	0	0	?	0	0	0	0	0	0	0
figshare-osce	RES0084	9	nine	9	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
figshare-osce	RES0085	38	387	38	1	0	0	1	0	1	?	?	?	0	0	0	0	0	0	0	1	1	0
figshare-osce	RES0085	7		7	1	0	0	1	0	1	?	?	?	0	0	?	0	0	0	0	0	0	0
figshare-osce	RES0085	two	two-month	two	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
figshare-osce	RES0086	10	ten	10	1	0	0	1	0	1	1	1	0	0	0	?	0	1	0	0	0	0	0
figshare-osce	RES0086	15	fifteen	15	1	0	0	1	0	1	1	1	1	0	0	1	0	1	0	0	1	0	0
figshare-osce	RES0086	of	m1	<none>	0	0	0	0	0	1	1	1	1	1	1	?	?	1	1	1	1	1	1
figshare-osce	RES0086	two	do	two	0	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1
figshare-osce	RES0086	give you a long acting ok as well as an inhaled cortico steroid so actually you know what well give you an inhaled cortico steroid and a short acting beta agonist because you cant use both the steroid and the long so well start with those two well start with the short acting as well as inhaled cortico steroid and if we find that your asthma is just based on like exertion or like something called athletic asthma we can also try something called cromolyn instead but well discuss that more right now our priority is to get your symptoms under control so well start with the short acting as well as the inhaled cortico steroid how does that sound yeah that sounds good thank you so much yeah no problem		two	0	1	0	0	1	131	1	1	1	1	1	1	1	1	1	1	1	1	1
figshare-osce	RES0087	uhm if his tympanic membrane has been perforated or i see pus in there well prescribe him like 10 days of antibiotics we can give him either amoxicillin or if he has bad reactions to penicillins we can give him cefuroxime and then if uh it doesnt seem to have any systemic symptoms so if he has systemic symptoms like fever which well check for today and if hes like been really ill and he has like a middle ear effusion or bulging tympanic membrane again well give him antibiotics for 10 days but if his tympanic membrane is just bulging a little bit or if he has some middle ear effusion but no systemic symptoms like no fevers and he seems to be fine otherwise well reassess him in 24 to 48 hours to see if hes better and if hes not again will prescribe him antibiotics how does that sound yeah that sounds good thank you ok yeah no worries		10 10 24 48	1	0	0	4	0	162	0	0	0	0	0	0	0	1	1	0	1	0	1
figshare-osce	RES0088	forty five	45 okay	forty five	0	1	0	0	2	2	0	?	0	1	1	0	0	0	0	1	0	0	0
figshare-osce	RES0088	ten	10	ten	0	1	0	0	1	1	0	0	?	1	1	0	0	0	0	1	0	1	?
figshare-osce	RES0089	two		two	0	1	0	0	1	1	0	0	?	1	0	?	?	1	?	1	1	1	?
figshare-osce	RES0089	fiveten	ten	<none>	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0089	i4		i4	1	0	0	1	0	1	0	0	?	?	?	?	?	?	?	0	?	?	?
figshare-osce	RES0090	ten	10	ten	0	1	0	0	1	1	?	?	0	1	1	0	1	0	0	1	0	0	0
figshare-osce	RES0090	ten	10	ten	0	1	0	0	1	1	0	0	?	1	1	0	1	0	0	?	0	0	0
figshare-osce	RES0090	a hundred	110 okay	hundred	0	1	0	0	1	2	0	0	?	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0090	and ten ok		ten	0	1	0	0	1	3	?	0	?	0	0	?	0	?	?	0	0	0	?
figshare-osce	RES0090	ten	10	ten	0	1	0	0	1	1	0	0	?	1	1	0	1	0	0	1	0	0	0
figshare-osce	RES0091	cold which can be caused by just a viral uh infection but it should go away on its own just make sure that youre getting some rest youre hydrating well uhm you can get some over the counter medications like tylenol cold for example but for now i would say we should just wait and watch but just in case also since it is one of the symptoms thats for covid as well in this time period we will just get a covid swab just in case but most likely its nothing to be worried about until you get your test i would recommend staying isolated and then we can go on from there is that does that sound good to you yeah that sounds great thank you so much youre welcome take care you too bye		one	0	1	0	0	1	137	1	1	1	1	1	1	1	1	1	1	1	1	1
figshare-osce	RES0092	no ok uhm ok alright so thats all that i i wanted to know it sounds like you had a you had a cold last week and you just have this residual cough thats still there and its been two weeks and youre just worried about it but otherwise youre feeling well you dont have any other symptoms often times when we get sick or we have an infection or inflammation of the uhm the airway we can get a cough that lasts a long time and it might just take you a couple more weeks for the cough to go away but if you feel that its getting any worse or youre you have those symptoms come back again or you develop a fever we can you can definitely we can do something more about that ill also do a physical exam and and see how youre doing and then we can go from there ok great thank you		two	0	1	0	0	1	160	1	1	1	1	1	1	1	1	1	1	0	1	0
figshare-osce	RES0093	before	four	<none>	0	0	0	0	0	1	?	?	1	1	1	1	1	1	1	1	1	1	1
figshare-osce	RES0093	twelve	12	twelve	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0
figshare-osce	RES0094	no weve been doing classes virtually and any contact with anyone who you think might be sick no ok alright well sounds like you have a sore throat and runny nose youve been a little bit drowsy had some headaches in the past five days things were getting a little bit worse early on but its been a little bit its been more stable now well do a physical exam see just listen to your chest have a look inside your mouth and check your temperature and go from there it sounds like you probably have a viral infection of some sort that should get hopefully get better over time we will also get a covid swab done just in case and if things seem to get worse we can you can definitely come back ok great thank you		five	0	1	0	0	1	139	1	1	0	1	0	0	0	1	1	1	1	1	0
figshare-osce	RES0095	two	due	two	0	1	0	0	1	1	?	?	?	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0095	ten	10	ten	0	1	0	0	1	1	?	?	?	1	0	?	0	0	0	0	0	0	0
figshare-osce	RES0095	eleven	11	eleven	0	1	0	0	1	1	?	?	?	0	0	0	?	0	0	0	0	0	0
figshare-osce	RES0095	im 250 pounds ok and	i'm two fifteen thanks okay	250	1	0	0	1	0	5	0	0	0	0	0	0	0	1	1	0	1	0	1
figshare-osce	RES0095	52 ok	two okay	52	1	0	0	1	0	2	?	?	0	0	0	0	0	0	0	0	1	0	0
figshare-osce	RES0095	uh	two	<none>	0	0	0	0	0	1	?	?	?	?	0	?	?	?	?	?	?	?	0
figshare-osce	RES0095	three		three	0	1	0	0	1	1	?	?	1	1	0	1	1	1	1	?	1	1	?
figshare-osce	RES0095	six months ago		six	0	1	0	0	1	3	?	?	1	1	1	1	1	1	1	1	0	1	0
figshare-osce	RES0095	uh	two	<none>	0	0	0	0	0	1	?	1	0	?	0	?	?	0	1	1	?	?	0
figshare-osce	RES0095	three		three	0	1	0	0	1	1	?	?	?	1	?	1	1	?	0	0	1	1	?
figshare-osce	RES0096	about uh	three months	<none>	0	0	0	0	0	2	?	?	?	0	0	0	?	0	0	1	0	0	0
figshare-osce	RES0096	threefour	four	<none>	0	0	0	0	0	1	?	?	0	0	0	0	0	0	0	0	?	0	?
figshare-osce	RES0096	heart or lung conditions my dad died of lung cancer he was a he was a big smoker as well and my mom had a heart attack ok and how old were your parents approximately yeah my dad was 65 and my mom was was very young she was 50 i see did your mom survive the heart attack no no she did not oh im sorry to hear that uhm and the lung cancer you mention any other cancers that run in the family no ok so that was all the questions i wanted to ask on on history uhm certainly it sounds like youre bringing up some blood with with with the increased cough and with difficulties breathing so we will get a uhm a chest xray and possibly a ct image of your chest as well to see if theres anything going on in your lungs and we might do some blood work as well to check a few things so uhm well get those ordered and and see what see what that shows thank you		65 50	1	0	0	2	0	179	0	0	0	0	0	0	0	1	1	0	1	1	1
figshare-osce	RES0098	ten	10	ten	0	1	0	0	1	1	0	0	?	1	1	0	0	0	0	1	0	1	0
figshare-osce	RES0098	11	eleven	11	1	0	0	1	0	1	0	0	?	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0098	12	twelve	12	1	0	0	1	0	1	0	0	?	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0099	two yeah		two	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0100	5	five	5	1	0	0	1	0	1	?	?	?	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0100	388	eight	388	1	0	0	1	0	1	0	0	?	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0100	5	five	5	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
figshare-osce	RES0100	382	2	382	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0101	2 ok	two okay	2	1	0	0	1	0	2	0	0	?	0	0	0	0	0	0	0	0	0	1
figshare-osce	RES0101	20s	twenties	20s	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0101	30s ok	thirties okay	30s	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0102	2	two	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
figshare-osce	RES0102	three		three	0	1	0	0	1	1	0	0	?	?	0	?	?	?	?	0	?	0	?
figshare-osce	RES0102	and 3rd	third okay	3rd	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0102	i i was 200 pounds		200	1	0	0	1	0	5	1	1	0	0	0	0	0	0	0	0	1	0	0
figshare-osce	RES0103	been its been you said three or four days in total right yeah yeah yeah and so most likely its just caused by a viral infection like common cold perhaps it she doesnt have any worrying signs of any systemic things going on right now so and no signs of like a bacterial infection that i would be concerned about that i would give antibiotics for right now but definitely if her symptoms get worse at home and if she starts having any kind of shortness of breath increased coughing with producing more yellow or green material and if she gets more feverish so will also do a physical exam and take her temperature today as well but yeah some of these things you just look out for but yeah so that that well do the physical examination and go from there alright thank you hey youre welcome take care		three four	0	1	0	0	2	150	1	1	1	1	1	1	1	1	1	1	1	1	1
figshare-osce	RES0104	382	2	382	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
figshare-osce	RES0104	3	three	3	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0104	15	fifteen	15	1	0	0	1	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1
figshare-osce	RES0104	45	forty-five	45	1	0	0	1	0	1	1	1	1	0	?	1	1	1	1	0	0	0	1
figshare-osce	RES0105	two	2	two	0	1	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0
figshare-osce	RES0105	we dont miss any kind of infection umm youre in like your you can be having another copexacerbation but we also want to make sure you dont have like pneumonia or anything like that so we might have to do a chest xray as well but for now i would say just sit tight well get all your vitals done and then go on from there does that sound good yeah that sounds good thank you alright and if you feel at all youre very short of breath and we can give you some ventil in here as well and then if you need like we can give you like systemic core steroids as well to help some of your symptoms but yeah lets lets do some of that physical examinations first ok that sounds good thank you welcome take care bye bye		first	0	1	0	0	1	143	1	1	0	1	1	1	1	1	1	1	1	1	1
figshare-osce	RES0106	2	two	2	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0106	89	nine	89	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0106	17 years of	uh um fifteen	17	1	0	0	1	0	3	0	0	?	0	0	0	0	1	1	0	1	1	1
figshare-osce	RES0106	16		16	1	0	0	1	0	1	?	?	1	?	0	?	?	?	?	0	1	1	1
figshare-osce	RES0106	ah	seventeen	<none>	0	0	0	0	0	1	?	?	?	0	0	0	1	?	0	0	?	?	?
figshare-osce	RES0106	17		17	1	0	0	1	0	1	?	?	1	0	?	?	0	1	0	0	1	1	1
figshare-osce	RES0106	18	eighteen	18	1	0	0	1	0	1	?	?	1	0	0	1	1	1	1	0	1	1	1
figshare-osce	RES0106	6	six	6	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0107	two	few	two	0	1	0	0	1	1	?	?	1	0	0	0	0	1	1	1	1	1	0
figshare-osce	RES0107	rhinitis is allergic rhinitis is caused by allergies to certain things so we can get him allergy tested um and that will give us a better understanding of like what his triggers are and the way to treat that is to avoid those triggers those allergens and if his symptoms are persistent um we will prescribe him also like an intranasal corticosteroid um and there are like there are like second line treatments as well like antihistamines and leukotriene like leukotriene receptor antagonists but those are like second line well well see how he does with the inhaled corticosteroids at first how does that sound sounds great ok great thank you no problem		second second first	0	1	0	0	3	113	1	1	0	1	1	1	1	0	0	1	0	1	0
figshare-osce	RES0108	im 50	i'm fifty	50	1	0	0	1	0	2	?	?	?	0	0	1	1	1	1	1	0	1	1
figshare-osce	RES0108	2 pills	two bills	2	1	0	0	1	0	2	?	?	0	0	0	0	0	0	0	1	0	0	1
figshare-osce	RES0108	homeim just	i'm half	<none>	0	0	0	0	0	2	?	?	?	1	0	1	1	1	1	1	1	1	1
figshare-osce	RES0108	two kids ok uh are they healthy yeah theyre all healthy ok any old carpet dust mold or asbestos in your home		two	0	1	0	0	1	22	?	?	1	1	0	0	0	1	1	1	1	1	1
figshare-osce	RES0108	not that im aware of no ok ok well it seems like um those are all the questions that i had for you today did you have any questions of your own uh no i just want to get tested for covid yeah so we will definitely do a covid swab on you because you have a cough um and those results should come back to you in about 24 to 48 hours and so youll know more then but because your symptoms do overlap with that of covid we still recommend isolating for 14 days but the other thing i want to mention is that you dont have any other symptoms of infection besides your cough and it seems like the cough started a week ago and you started this new medication ramipril two weeks ago and so ramipril is a type of ace inhibitor and one of its side effects is that in some people it can cause coughing so i am going to review your medications and if your family doc also agrees we may try uh another um blood pressure medication for you instead of ramipril sure um so well try and change that medication and see if your coughing stops how does that sound sounds great ok great thank you		24 48 14 two one	1	1	1	3	2	215	1	1	0	0	0	1	0	1	0	0	0	0	0
figshare-osce	RES0109	that and how about travel to anywhere no i havent traveled anywhere no ok ok well those are all the questions i had for you did you have any questions of your own no no ok so well do a covid swab anyways today because your some of your symptoms do overlap with that of covid and you should hear back in about 24 to 48 hours but in the meantime you should self isolate for 14 days sure um but it i think it does really sound like you have a common cold um so just like another viral illness um so just treat it supportively you know um keep yourself hydrated if you feel like youre getting a fever take like tylenol um if you have like pain like a headache or like sinus pressure or something you can take again an advil or tylenol um and if your symptoms worsen or if you have any neurological symptoms then you should see the er um right away sure yeah ok sounds good great		24 48 14	1	0	0	3	0	175	1	1	1	0	1	1	1	1	1	1	1	1	1
figshare-osce	RES0110	2	two	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0110	385	five	385	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0111	26	20	26	1	0	0	1	0	1	0	0	?	0	?	0	0	1	1	0	1	1	1
figshare-osce	RES0111	13	thirteen	13	1	0	0	1	0	1	?	?	1	0	0	1	1	1	1	0	1	1	1
figshare-osce	RES0111	10 ok	ten okay	10	1	0	0	1	0	2	?	?	?	0	0	1	0	1	1	0	1	1	1
figshare-osce	RES0111	um it could be other things as well um seeing that your symptoms are somewhat overlapping with the symptoms for covid we would also like to do a covid test um well do a rapid strep test here as well um just to rule it out and then uh well uh ask you to quarantine for the next 14 days um until or at least until your covid swabs are back or your symptoms improve um and well let you know about um the management based on the strep test result do you have any questions um no that sounds great thank you ok sounds good		14	1	0	0	1	0	106	1	1	0	0	0	1	1	1	1	0	1	0	1
figshare-osce	RES0112	385 um	38 5	385	1	0	0	1	0	2	0	0	?	0	0	0	1	0	0	0	0	0	0
figshare-osce	RES0112	5 6	five six	5 6	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0112	2 ok	two okay	2	1	0	0	1	0	2	?	?	?	0	0	0	0	0	0	0	1	0	0
figshare-osce	RES0113	1	one	1	1	0	0	1	0	1	?	?	?	0	0	0	0	0	0	0	1	0	0
figshare-osce	RES0113	10 with	ten and	10	1	0	0	1	0	2	?	?	?	0	0	1	0	0	0	0	0	1	0
figshare-osce	RES0113	10		10	1	0	0	1	0	1	?	?	?	?	0	1	?	0	0	0	1	1	0
figshare-osce	RES0113	uh well ask you to quarantine for the for the next 14 days and try to stay away from your husband and daughter as well if you can at home um and uh i guess a couple of other questions that i wanted to ask and i should have asked earlier do you have any um any stiffness in your neck or any difficulties moving your neck uh no nothing like that ok alright and um do you have any questions uh no thats it thank you so much great		14	1	0	0	1	0	90	1	1	0	0	0	1	1	1	1	0	1	0	1
figshare-osce	RES0114	and um taking your puffers as needed um so right now we will continue using the puffers that you have and if you dont already have a long acting beta agonist well give you that as well as if its like if it gets really severe well also give you some inhaled corticosteroids um and well also check your oxygen saturation to make sure its over uh 88 um and well give you oxygen if you need it um as well some antibiotics to consider you mentioned that you were allergic to amoxicillin so we might give you like a macrolide like azithromycin for now um and hopefully your symptoms subside and we can get you home how does that sound ok that sounds good thank you so much yeah no problem and i forgot sorry well also probably do like a chest x ray and a pulmonary function test ok sounds good yeah no problem		88	1	0	0	1	0	156	1	1	1	1	1	1	1	1	1	1	1	1	1
figshare-osce	RES0116	three	think	three	0	1	0	0	1	1	?	?	1	?	0	0	0	0	0	0	0	0	0
figshare-osce	RES0116	2	two	2	1	0	0	1	0	1	?	?	0	0	?	0	0	0	0	0	1	0	1
figshare-osce	RES0116	39 degrees so		39	1	0	0	1	0	3	?	?	0	0	0	0	0	1	1	0	1	1	1
figshare-osce	RES0117	2	two	2	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0117	uh about the blood i was just reading some things up and uh about tuberculosis so i was really stressed out today yeah so um thats definitely high on our differential so well do a couple of things well do a covid swab on you um just to rule that in or out you should hear back for about those results in 24 to 48 hours while youre here in the hospital were also going to do a chest xray and or like an afb smear to see if you have active tb or latent tb if those come back positive um we will require you to isolate because this uh because tb is highly infectious and its airborne um so we have a couple of uh we have like a regimen that wed put you on its called the ripe medications that we keep you on for two months and then we continue a couple of those for another four months um but we will uh keep you here until we have more answers on um like from this tb standpoint how does that sound yeah that sounds good um yeah im really worried but hopefully its not tb yeah hopefully its not um but if it is its its ok like um well get infectious disease involved uh well get the isolation going and well get you on the correct treatment ok thank you so much yeah no problem		24 48 two four	1	1	1	2	2	241	1	1	0	0	0	1	0	1	1	0	1	0	0
figshare-osce	RES0119	7	seven	7	1	0	0	1	0	1	0	0	?	0	0	0	0	0	0	0	1	0	0
figshare-osce	RES0119	2	two	2	1	0	0	1	0	1	0	0	?	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0119	6	six	6	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	?	0	0	0
figshare-osce	RES0119	7	seven	7	1	0	0	1	0	1	0	?	0	0	0	0	0	0	0	?	0	0	0
figshare-osce	RES0119	8	eight	8	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	0	1	0	0
figshare-osce	RES0119	who is	who's four	<none>	0	0	0	0	0	2	1	1	0	1	1	0	0	0	0	0	0	0	0
figshare-osce	RES0119	4		4	1	0	0	1	0	1	0	0	?	0	0	0	0	?	?	?	?	?	1
figshare-osce	RES0119	3 ok thats	three okay that's	3	1	0	0	1	0	3	0	0	?	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0120	7	seven	7	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0122	i	two	<none>	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	1	0	1	0
figshare-osce	RES0122	would say 2		2	1	0	0	1	0	3	0	0	0	?	0	0	0	0	0	0	1	0	1
figshare-osce	RES0122	2	two	2	1	0	0	1	0	1	?	0	?	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0122	two	few	two	0	1	0	0	1	1	?	?	?	?	1	1	1	1	1	1	1	1	0
figshare-osce	RES0123	1	one	1	1	0	0	1	0	1	?	?	1	0	0	0	0	0	0	0	1	0	0
figshare-osce	RES0123	10	ten	10	1	0	0	1	0	1	?	?	0	0	0	1	0	0	0	0	1	1	0
figshare-osce	RES0123	10	ten	10	1	0	0	1	0	1	?	?	0	0	0	1	0	0	0	0	1	1	0
figshare-osce	RES0123	7	seven	7	1	0	0	1	0	1	?	?	?	0	0	?	?	1	0	0	0	0	1
figshare-osce	RES0123	7	seven	7	1	0	0	1	0	1	?	0	0	0	0	0	0	0	0	0	?	0	1
figshare-osce	RES0123	7	seven	7	1	0	0	1	0	1	?	?	0	0	0	?	0	0	0	0	0	0	1
figshare-osce	RES0123	5	five	5	1	0	0	1	0	1	?	?	0	0	0	1	0	0	0	0	0	0	1
figshare-osce	RES0123	on one		one	0	1	0	0	1	2	?	?	?	1	1	1	?	?	?	1	?	1	?
figshare-osce	RES0123	anyone uh	one part	<none>	0	0	0	0	0	2	?	?	?	1	1	?	?	1	1	1	1	0	1
figshare-osce	RES0124	one	yeah	one	0	1	0	0	1	1	?	?	?	0	0	?	0	0	0	0	1	1	0
figshare-osce	RES0124	ten	10	ten	0	1	0	0	1	1	?	?	?	1	1	?	?	0	0	1	0	0	0
figshare-osce	RES0125	374		374	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0125	2	two	2	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0125	3	three	3	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	?	0	0	0
figshare-osce	RES0125	4	four	4	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	?	0	0	0
figshare-osce	RES0125	three	two	three	0	1	0	0	1	1	?	?	1	1	1	1	1	0	0	1	1	0	0
figshare-osce	RES0125	20	twenty	20	1	0	0	1	0	1	?	?	?	0	0	1	?	1	1	0	1	1	1
figshare-osce	RES0125	um	thirty	<none>	0	0	0	0	0	1	?	?	?	0	?	?	?	?	?	1	?	0	?
figshare-osce	RES0125	30		30	1	0	0	1	0	1	?	?	1	?	?	1	1	1	1	0	1	?	1
figshare-osce	RES0125	30	thirty	30	1	0	0	1	0	1	?	?	1	0	0	1	1	1	1	0	1	0	1
figshare-osce	RES0126	15	fifteen	15	1	0	0	1	0	1	?	?	1	0	0	?	0	1	1	0	1	0	1
figshare-osce	RES0126	10	ten	10	1	0	0	1	0	1	?	?	?	0	0	?	?	1	0	0	0	0	1
figshare-osce	RES0127	8	eight	8	1	0	0	1	0	1	?	?	0	0	0	?	?	0	0	0	1	0	1
figshare-osce	RES0127	9	nine	9	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	0	0	0	1
figshare-osce	RES0127	i think it might be beneficial to for you to see like an allergist sure and so i can refer you to someone as well just have a sense of what kind of things allergic to you and like what medications you would require in the meantime definitely like any antihistamine medications would help with your symptoms but since youre also having congestion and sneezing just just in case we will just do a coviswab test for you today and it takes around 24 to 48 hours to come back and in the meantime you should just isolate as much as you can in your own home and then based on the result they would give you more instruction sure alright thank you take care		24 48	1	0	0	2	0	125	1	1	0	0	0	0	0	0	0	0	1	0	1
figshare-osce	RES0128	6	six-year-old	6	1	0	0	1	0	1	?	?	0	0	0	0	0	0	0	0	1	0	0
figshare-osce	RES0128	if if my son had asthma as well and if like you need a prescription for inhalers yeah so were gonna since hes never been diagnosed before were gonna do some investigations for him just to start so we can do we can start by doing a pulmonary function test for him to see what his lung activity is like uhm so well start there and then well also because youre saying hes short of breath well take his oxygen saturation as well and maybe even do some like some basic blood work for him and if it turns out he has asthma which in this case i do strongly suspect well prescribe him some bronchodilators like a short acting beta agonist as well as an inhaled corticosteroid because his symptoms do seem somewhat severe this time around and then i should also mention because some of his symptoms overlap with that of covihe will also get a covid swab and you should hear back about that in 24 to 48 hours how does that sound that sounds good thank you alright great thank you		24 48	1	0	0	2	0	185	1	1	0	0	0	1	0	1	1	0	1	0	1
figshare-osce	RES0129	yeah 23	two three	23	1	0	0	1	0	2	?	?	0	0	0	0	0	0	0	0	0	0	0
figshare-osce	RES0129	38 oh ok	thirty-eight okay um	38	1	0	0	1	0	3	?	?	1	0	0	1	0	1	1	1	1	1	1
